caseid,liveurban,vote16,protest,vote,most_important_issue,confecon,ideology,partyID,universal_income,family_separation,free_college,forgive_loans,race,birthyr,sex,education,weight,fttrump,ftobama,ftbiden,ftwarren,ftsanders,ftbuttigieg,ftharris,ftblack,ftwhite,fthisp,ftasian,ftmuslim,ftillegal,ftjournal,ftnato,ftun,ftice,ftnra,ftchina,ftnkorea,ftmexico,ftsaudi,ftukraine,ftiran,ftbritain,ftgermany,ftjapan,ftisrael,ftfrance,ftcanada,ftturkey,ftrussia,ftpales,ftimmig,partisanship,ftbiden_level,age,age2,ftbiden_float,ftbiden_cat,ftbiden_str,prefersbiden,worried_econ,favor_both
2948,Town,Did not vote,False,Someone else,Education,Moderately worried,Moderate,Independent,Neither favor nor oppose,Oppose strongly,Favor a little,Favor a great deal,White,1997,Male,2-year degree,1.53541542020853,39.0,34.0,9.0,8.0,49.0,48.0,49.0,50.0,50.0,50.0,50.0,50.0,46.0,20,60.0,34.0,35.0,40.0,41,7.0,19.0,6.0,41.0,7.0,47,70,75,47.0,47.0,59,7.0,46.0,48.0,50.0,-30.0,dislike,23,529,9.0,9.0,9.0,False,True,False
2949,Suburb,Did not vote,False,Someone else,Na,Extremely worried,,Democrat,Neither favor nor oppose,Neither favor nor disagree,Neither favor nor oppose,Neither favor nor oppose,White,1976,Female,4-year degree,.919824332217843,57.0,50.0,54.0,95.0,55.0,47.0,54.0,90.0,38.0,50.0,52.0,47.0,69.0,81,33.0,56.0,27.0,47.0,60,44.0,69.0,66.0,40.0,49.0,53,62,66,58.0,58.0,57,58.0,55.0,63.0,77.0,-3.0,neutral,44,1936,54.0,54.0,54.0,False,True,False
2950,Rural,Did not vote,False,Someone else,"The cruel, inhumane mistreatment of immigrants",Very worried,Liberal,Democrat,Favor a little,Oppose strongly,Favor a great deal,Favor a great deal,White,1996,Female,No HS diploma,1.08673596743961,0.0,81.0,53.0,63.0,47.0,,72.0,95.0,70.0,100.0,98.0,93.0,100.0,84,,84.0,83.0,72.0,90,0.0,100.0,52.0,74.0,53.0,87,68,100,63.0,92.0,100,59.0,71.0,61.0,100.0,53.0,neutral,24,576,53.0,53.0,53.0,True,False,True
2951,Rural,Someone else,False,Donald Trump,"illegal immigration, national debt, huge size of federal govt",Moderately worried,Conservative,Republican,Oppose a great deal,Favor somewhat,Oppose a great deal,Oppose a great deal,White,1993,Male,4-year degree,.610471351799231,60.0,1.0,2.0,1.0,1.0,1.0,2.0,36.0,50.0,45.0,55.0,10.0,3.0,1,16.0,2.0,59.0,16.0,9,1.0,23.0,5.0,13.0,0.0,59,21,59,59.0,35.0,59,17.0,2.0,1.0,40.0,-58.0,dislike,27,729,2.0,2.0,2.0,False,True,False
2952,City,Did not vote,False,Someone else,Racism,Very worried,Liberal,Democrat,Favor a great deal,Oppose strongly,Favor a great deal,Favor a great deal,Black,1970,Male,Some college,.724222032586453,0.0,70.0,12.0,86.0,91.0,66.0,71.0,94.0,31.0,70.0,50.0,61.0,70.0,70,75.0,62.0,57.0,1.0,41,22.0,49.0,21.0,44.0,51.0,39,50,47,30.0,50.0,56,44.0,3.0,41.0,62.0,12.0,dislike,50,2500,12.0,12.0,12.0,True,False,True
2953,Rural,Did not vote,False,Joe Biden,FUEL PRICES AND SOCIAL SECURITY,Not at all worried,Liberal,Democrat,Favor a great deal,Oppose strongly,Favor a great deal,Favor a great deal,White,1975,Female,High school graduate,.852032290290754,98.0,100.0,71.0,100.0,71.0,70.0,40.0,100.0,100.0,99.0,100.0,98.0,100.0,100,99.0,99.0,98.0,99.0,98,99.0,100.0,68.0,99.0,100.0,99,99,100,100.0,100.0,99,100.0,99.0,100.0,100.0,-27.0,like,45,2025,71.0,71.0,71.0,False,False,True
2954,City,Hillary Clinton,False,Joe Biden,IMMIGRATION,A little worried,Moderate,Democrat,Oppose a great deal,Oppose strongly,Oppose a great deal,Oppose a great deal,Black,1956,Male,High school graduate,1.03614365884286,10.0,95.0,70.0,45.0,20.0,41.0,26.0,100.0,100.0,100.0,100.0,100.0,75.0,56,60.0,60.0,50.0,0.0,70,31.0,99.0,55.0,70.0,59.0,99,80,99,59.0,90.0,99,40.0,6.0,45.0,100.0,60.0,neutral,64,4096,70.0,70.0,70.0,True,False,False
2955,Town,Someone else,False,Someone else,Government,Moderately worried,Conservative,,Favor a moderate amount,Oppose strongly,Favor a moderate amount,Neither favor nor oppose,Hispanic,1992,Female,4-year degree,.818480694706408,32.0,29.0,32.0,44.0,41.0,13.0,44.0,63.0,0.0,57.0,31.0,66.0,90.0,69,44.0,48.0,63.0,53.0,54,47.0,65.0,63.0,57.0,64.0,49,54,62,66.0,62.0,60,52.0,60.0,62.0,100.0,0.0,dislike,28,784,32.0,32.0,32.0,False,True,True
2956,Rural,Donald Trump,False,Donald Trump,Illegal immigration,Not at all worried,Conservative,Republican,Oppose a great deal,Favor somewhat,Oppose a great deal,Oppose a great deal,White,1965,Female,Post-graduate,.825372629215237,99.0,4.0,1.0,1.0,3.0,7.0,8.0,84.0,82.0,68.0,51.0,51.0,1.0,3,52.0,51.0,100.0,100.0,12,4.0,31.0,44.0,25.0,0.0,91,57,60,94.0,41.0,84,37.0,45.0,14.0,93.0,-98.0,dislike,55,3025,1.0,1.0,1.0,False,False,False
2957,Suburb,Someone else,False,Someone else,Health care costs,Moderately worried,Moderate,Independent,Favor a little,Oppose somewhat,Oppose a moderate amount,Oppose a moderate amount,White,1965,Female,Post-graduate,.444009668955627,23.0,28.0,39.0,31.0,41.0,60.0,41.0,66.0,66.0,63.0,66.0,61.0,29.0,50,66.0,70.0,69.0,26.0,61,43.0,55.0,58.0,60.0,27.0,70,62,63,84.0,64.0,71,46.0,58.0,36.0,67.0,16.0,dislike,55,3025,39.0,39.0,39.0,True,True,False
2958,Suburb,Donald Trump,False,Donald Trump,Civil attitudes of unreasonable us vs. them attitudes and crazy divisive niche issues,A little worried,Conservative,Independent,Oppose a great deal,Neither favor nor disagree,Oppose a great deal,Oppose a great deal,White,1977,Female,Some college,.906472092607715,89.0,6.000000000000007,12.0,19.0,18.0,,,70.0,69.0,90.0,89.0,59.0,10.0,32,10.0,2.0,89.0,51.0,50,0.0,31.0,50.0,50.0,0.0,69,50,88,95.0,31.0,60,50.0,50.0,41.0,90.0,-77.0,dislike,43,1849,12.0,12.0,12.0,False,False,False
2959,City,Donald Trump,False,Donald Trump,"Assholes like Pelosi, Schiff and Nadler trying to impeach Trump",Moderately worried,Moderate,Republican,Oppose a great deal,Favor somewhat,Oppose a great deal,Oppose a great deal,Other,1949,Male,Post-graduate,1.41201895793729,100.0,1.0,2.0,2.0,7.0,10.0,0.0,49.0,,69.0,88.0,2.0,3.0,3,15.0,2.0,89.0,57.0,63,3.0,10.0,11.0,51.0,2.0,92,47,67,97.0,69.0,91,12.0,28.0,7.0,67.0,-98.0,dislike,71,5041,2.0,2.0,2.0,False,True,False
2960,Town,Donald Trump,False,Donald Trump,There's a lot of hatred - cautious about expressing opinions - some people are sensitive and take offense too quickly and without cause.. Media is for sure partisan.,Not at all worried,Conservative,Republican,Oppose a great deal,Neither favor nor disagree,Oppose a great deal,Oppose a great deal,White,1934,Female,High school graduate,.968155932229058,97.0,24.0,3.0,2.0,1.0,4.0,3.0,94.0,96.0,94.0,95.0,67.0,41.0,1,50.0,6.0,95.0,17.0,34,46.0,91.0,53.0,88.0,1.0,93,52,91,92.0,42.0,72,66.0,47.0,25.0,90.0,-94.0,dislike,86,7396,3.0,3.0,3.0,False,False,False
2961,City,Donald Trump,False,Donald Trump,Divisiveness,A little worried,Conservative,Republican,Oppose a little,Oppose strongly,Favor a moderate amount,Oppose a great deal,Hispanic,1989,Female,4-year degree,.868958584066418,75.0,11.0,34.0,1.0,39.0,38.0,8.0,54.0,32.0,75.0,61.0,38.0,56.0,14,55.0,73.0,70.0,42.0,19,5.0,63.0,15.0,31.0,1.0,100,42,78,100.0,63.0,30,22.0,16.0,11.0,50.0,-41.0,dislike,31,961,34.0,34.0,34.0,False,False,False
2962,Rural,Donald Trump,False,Donald Trump,Democratic party,A little worried,Conservative,Republican,Oppose a great deal,Favor somewhat,Oppose a great deal,Oppose a great deal,White,1977,Male,Some college,1.02317208250484,100.0,1.0,1.0,1.0,2.0,1.0,1.0,62.0,62.0,62.0,61.0,63.0,8.0,5,25.0,33.0,79.0,92.0,27,26.0,38.0,43.0,40.0,0.0,69,49,45,98.0,47.0,40,47.0,46.0,48.0,78.0,-99.0,dislike,43,1849,1.0,1.0,1.0,False,False,False
2963,Rural,Hillary Clinton,False,Joe Biden,Don't know,Very worried,Moderate,Democrat,Neither favor nor oppose,Neither favor nor disagree,Favor a little,Neither favor nor oppose,Black,1961,Female,High school graduate,.811134757431303,7.0,98.0,31.0,30.0,86.0,32.0,51.0,99.0,98.0,97.0,29.0,4.0,9.0,30,15.0,16.0,37.0,1.0,18,15.0,57.0,30.0,26.0,16.0,14,31,31,32.0,34.0,30,79.0,41.0,67.0,13.0,24.0,dislike,59,3481,31.0,31.0,31.0,True,False,False
2964,Rural,Did not vote,False,Donald Trump,The budget deficit,Very worried,Conservative,Republican,Oppose a great deal,Neither favor nor disagree,Oppose a moderate amount,Oppose a great deal,White,2000,Male,Some college,1.53541542020853,84.0,24.0,35.0,5.0,9.0,19.0,11.0,58.0,96.0,44.0,44.0,29.0,6.0,44,35.0,22.0,93.0,100.0,34,4.0,40.0,46.0,60.0,16.0,69,53,65,98.0,66.0,56,45.0,16.0,90.0,41.0,-49.0,dislike,20,400,35.0,35.0,35.0,False,False,False
2965,Suburb,Hillary Clinton,False,Someone else,"sin, doing wrong",Not at all worried,Conservative,,Favor a great deal,Oppose strongly,Neither favor nor oppose,Favor a great deal,Black,1955,Male,High school graduate,1.03614365884286,54.0,59.0,66.0,60.0,56.0,48.0,59.0,54.0,50.0,51.0,48.0,37.0,47.0,47,50.0,41.0,49.0,4.0,50,47.0,53.0,53.0,53.0,49.0,57,50,51,48.0,50.0,53,48.0,51.0,44.0,51.0,12.0,neutral,65,4225,66.0,66.0,66.0,True,False,False
2966,Rural,Did not vote,False,Donald Trump,Abortion,Not at all worried,Conservative,Republican,Favor a great deal,Favor strongly,Favor a great deal,Favor a great deal,White,1992,Female,High school graduate,1.08673596743961,8.0,98.0,,,,,,94.0,97.0,97.0,98.0,97.0,92.0,14,,94.0,99.0,8.0,97,98.0,98.0,92.0,99.0,99.0,97,92,99,95.0,97.0,97,98.0,99.0,98.0,96.0,,,28,784,,,nan,False,False,True
2967,Suburb,Did not vote,False,Probably will not vote,Everything,Moderately worried,,Independent,Neither favor nor oppose,Neither favor nor disagree,Neither favor nor oppose,Neither favor nor oppose,White,1986,Female,4-year degree,.919824332217843,2.0,2.0,0.0,3.0,1.0,4.0,,50.0,50.0,51.0,50.0,51.0,49.0,28,1.0,4.0,3.0,3.0,41,8.0,51.0,54.0,44.0,58.0,48,58,54,10.0,52.0,53,42.0,44.0,50.0,50.0,-2.0,dislike,34,1156,0.0,0.0,0.0,False,True,False
2968,Suburb,Someone else,False,Joe Biden,The environment,Moderately worried,Conservative,Republican,Oppose a moderate amount,Oppose strongly,Oppose a moderate amount,Oppose a moderate amount,White,1995,Female,4-year degree,.772402543971215,41.0,72.0,62.0,56.0,19.0,50.0,50.0,92.0,93.0,89.0,86.0,82.0,48.0,94,85.0,92.0,65.0,61.0,60,6.0,69.0,46.0,65.0,35.0,100,71,50,80.0,88.0,94,46.0,35.0,50.0,85.0,21.0,neutral,25,625,62.0,62.0,62.0,True,True,False
2969,City,Hillary Clinton,False,Joe Biden,economy,Moderately worried,Moderate,Democrat,Neither favor nor oppose,Neither favor nor disagree,Neither favor nor oppose,Neither favor nor oppose,Black,1967,Female,High school graduate,.894064952261024,3.0,99.0,100.0,99.0,100.0,70.0,54.0,100.0,61.0,61.0,44.0,41.0,42.0,50,44.0,40.0,41.0,42.0,44,32.0,32.0,43.0,31.0,23.0,50,45,43,53.0,31.0,51,39.0,32.0,41.0,40.0,97.0,like,53,2809,100.0,100.0,100.0,True,True,False
2970,City,Donald Trump,False,Donald Trump,Violence and sin,Moderately worried,Moderate,Republican,Neither favor nor oppose,Oppose strongly,Favor a little,Favor a great deal,White,1984,Female,2-year degree,.870544656843547,50.0,49.0,8.0,38.0,6.0,47.0,47.0,49.0,98.0,50.0,51.0,50.0,53.0,61,,52.0,4.0,47.0,53,2.0,80.0,1.0,51.0,3.0,59,50,52,100.0,53.0,71,50.0,57.0,48.0,51.0,-42.0,dislike,36,1296,8.0,8.0,8.0,False,True,False
2971,Town,Hillary Clinton,False,Joe Biden,Our president,Extremely worried,Conservative,Democrat,Favor a moderate amount,Favor somewhat,Favor a little,Favor a little,White,1978,Male,High school graduate,1.18128276864223,34.0,33.0,83.0,22.0,68.0,24.0,34.0,6.0,20.0,38.0,9.0,13.0,15.0,29,34.0,40.0,29.0,18.0,17,13.0,18.0,12.0,9.0,16.0,11,13,15,15.0,9.0,20,9.0,13.0,15.0,18.0,49.0,like,42,1764,83.0,83.0,83.0,True,True,True
2972,City,Donald Trump,False,Joe Biden,Economy,Very worried,Moderate,Democrat,Neither favor nor oppose,Favor somewhat,Neither favor nor oppose,Neither favor nor oppose,White,1997,Male,Some college,1.63010858793284,20.0,96.0,51.0,73.0,44.0,52.0,50.0,95.0,100.0,52.0,53.0,100.0,51.0,95,51.0,96.0,66.0,52.0,69,60.0,55.0,60.0,94.0,59.0,97,60,56,63.0,51.0,94,70.0,51.0,50.0,50.0,31.0,neutral,23,529,51.0,51.0,51.0,True,False,False
2973,Town,Donald Trump,False,Donald Trump,jobs,Not at all worried,Conservative,Republican,Neither favor nor oppose,Favor strongly,Oppose a great deal,Oppose a great deal,White,1957,Male,High school graduate,.829993880619484,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,70.0,6.0,42.0,0.0,0.0,0,16.0,0.0,69.0,100.0,0,0.0,0.0,0.0,0.0,0.0,40,0,45,100.0,0.0,1,0.0,3.0,0.0,50.0,-100.0,dislike,63,3969,0.0,0.0,0.0,False,False,False
2974,Suburb,Donald Trump,False,Donald Trump,Socialism,A little worried,Conservative,Republican,Oppose a great deal,Favor somewhat,Oppose a great deal,Oppose a great deal,Other,1947,Male,High school graduate,1.45884059106768,100.0,0.0,0.0,0.0,0.0,6.0,10.0,70.0,76.0,70.0,70.0,5.0,5.0,5,15.0,0.0,90.0,80.0,0,0.0,5.0,10.0,50.0,0.0,70,40,70,80.0,20.0,50,15.0,45.0,15.0,65.0,-100.0,dislike,73,5329,0.0,0.0,0.0,False,False,False
2975,City,Hillary Clinton,True,Joe Biden,the climate crisis,Very worried,Liberal,Democrat,Oppose a great deal,Oppose strongly,Favor a great deal,Favor a great deal,White,1991,Male,4-year degree,1.08737874806145,0.0,55.0,1.0,75.0,98.0,1.0,30.0,85.0,1.0,85.0,85.0,85.0,95.0,90,69.0,80.0,0.0,0.0,25,1.0,55.0,0.0,45.0,20.0,40,75,70,10.0,40.0,55,35.0,40.0,90.0,95.0,1.0,dislike,29,841,1.0,1.0,1.0,True,False,False
2976,Town,Hillary Clinton,False,Donald Trump,race,Moderately worried,Moderate,Democrat,Neither favor nor oppose,Neither favor nor disagree,Neither favor nor oppose,Favor a little,Black,1955,Male,No HS diploma,1.16121520704216,41.0,48.0,40.0,13.0,31.0,12.0,20.0,98.0,88.0,60.0,39.0,78.0,47.0,43,26.0,21.0,48.0,9.0,49,32.0,40.0,21.0,16.0,32.0,45,15,25,70.0,50.0,38,20.0,19.0,19.0,87.0,-1.0,dislike,65,4225,40.0,40.0,40.0,False,True,False
2977,Suburb,Hillary Clinton,False,Joe Biden,climate change,Moderately worried,Liberal,Democrat,Neither favor nor oppose,Oppose strongly,Favor a little,Favor a great deal,Other,1991,Male,4-year degree,1.04402471610595,0.0,75.0,59.0,76.0,66.0,61.0,59.0,50.0,50.0,50.0,100.0,50.0,50.0,100,50.0,50.0,0.0,0.0,39,0.0,50.0,31.0,50.0,43.0,50,50,50,40.0,50.0,50,50.0,18.0,50.0,70.0,59.0,neutral,29,841,59.0,59.0,59.0,True,True,False
2978,Town,Donald Trump,False,Donald Trump,immigration,Not at all worried,Conservative,Independent,Oppose a great deal,Favor strongly,Oppose a great deal,Oppose a great deal,White,1964,Male,High school graduate,.781779454703653,99.0,5.0,6.0,0.0,0.0,1.0,20.0,70.0,70.0,59.0,70.0,50.0,0.0,50,80.0,50.0,91.0,100.0,31,20.0,30.0,41.0,30.0,11.0,70,50,60,91.0,31.0,50,60.0,50.0,2.0,70.0,-93.0,dislike,56,3136,6.0,6.0,6.0,False,False,False
2979,City,Donald Trump,False,Donald Trump,The economy,Not at all worried,Conservative,Republican,Favor a great deal,Neither favor nor disagree,Neither favor nor oppose,Neither favor nor oppose,White,1995,Male,4-year degree,.967269630508622,75.0,35.0,22.0,41.0,46.0,19.0,27.0,16.0,99.0,34.0,36.0,28.0,21.0,10,19.0,15.0,100.0,93.0,57,59.0,61.0,58.0,85.0,70.0,100,97,70,99.0,49.0,100,70.0,91.0,81.0,41.0,-53.0,dislike,25,625,22.0,22.0,22.0,False,False,False
2980,Suburb,Did not vote,False,Probably will not vote,"Donald is making our economy look amazing right now, but in 2-3 years it is going to be soooooooooo bad",A little worried,Conservative,Independent,Oppose a great deal,Oppose strongly,Oppose a great deal,Oppose a great deal,White,1999,Male,Some college,1.53541542020853,53.0,53.0,38.0,47.0,32.0,,,100.0,83.0,99.0,99.0,99.0,73.0,12,82.0,69.0,9.0,47.0,44,14.0,50.0,12.0,49.0,51.0,81,50,53,53.0,51.0,51,51.0,51.0,51.0,59.0,-15.0,dislike,21,441,38.0,38.0,38.0,False,False,False
2981,Suburb,Hillary Clinton,False,Someone else,The war,Very worried,Liberal,Independent,Neither favor nor oppose,Oppose strongly,Oppose a great deal,Oppose a great deal,Black,1954,Female,High school graduate,.894064952261024,8.0,100.0,16.0,13.0,51.0,31.0,19.0,43.0,56.0,39.0,38.0,37.0,10.0,56,64.0,45.0,49.0,46.0,61,52.0,89.0,39.0,70.0,59.0,65,33,36,47.0,65.0,46,55.0,40.0,51.0,25.0,8.0,dislike,66,4356,16.0,16.0,16.0,True,False,False
2982,Suburb,Did not vote,False,Probably will not vote,Crime,Moderately worried,,Independent,Neither favor nor oppose,Neither favor nor disagree,Neither favor nor oppose,Neither favor nor oppose,White,1997,Female,Some college,.964514474045239,88.0,93.0,63.0,82.0,64.0,74.0,50.0,100.0,98.0,99.0,99.0,96.0,85.0,93,57.0,67.0,70.0,69.0,81,77.0,64.0,78.0,67.0,74.0,86,80,68,73.0,74.0,87,72.0,83.0,70.0,99.0,-25.0,neutral,23,529,63.0,63.0,63.0,False,True,False
2983,Suburb,Someone else,False,Joe Biden,Black people Donald trump,Very worried,,Independent,Favor a little,Favor somewhat,Favor a little,Neither favor nor oppose,Hispanic,1984,Male,Post-graduate,1.51203839213333,1.0,94.0,93.0,6.0,92.0,9.0,3.0,3.0,61.0,3.0,99.0,3.0,83.0,11,25.0,5.0,9.0,4.0,79,13.0,5.0,31.0,71.0,7.0,57,28,68,12.0,99.0,89,59.0,48.0,8.0,100.0,92.0,like,36,1296,93.0,93.0,93.0,True,False,True
2984,City,Hillary Clinton,False,Joe Biden,Violance and economy,Very worried,Moderate,Democrat,Neither favor nor oppose,Oppose strongly,Neither favor nor oppose,Neither favor nor oppose,Hispanic,1988,Female,High school graduate,.503300397515912,2.0,98.0,68.0,,86.0,42.0,47.0,44.0,20.0,100.0,69.0,51.0,93.0,73,26.0,57.0,50.0,46.0,19,19.0,94.0,21.0,19.0,63.0,16,21,66,37.0,67.0,55,49.0,32.0,30.0,99.0,66.0,neutral,32,1024,68.0,68.0,68.0,True,False,False
2985,Town,Someone else,False,Joe Biden,Donald Trump and his sounds like Hitler trying to gear people to follow him like Hitler a complete lying stealing crooked embarrassment to this country,Extremely worried,Moderate,Republican,Oppose a great deal,Oppose strongly,Favor a little,Oppose a little,White,1972,Female,Post-graduate,.979980260428487,1.0,99.0,99.0,50.0,100.0,51.0,31.0,51.0,51.0,51.0,50.0,51.0,51.0,1,99.0,99.0,1.0,100.0,41,1.0,100.0,40.0,39.0,1.0,100,91,51,41.0,96.0,100,29.0,31.0,20.0,51.0,98.0,like,48,2304,99.0,99.0,99.0,True,True,False
2986,Suburb,Donald Trump,False,Donald Trump,The lack of respect for the law.,A little worried,Conservative,Republican,Oppose a great deal,Favor somewhat,Oppose a great deal,Oppose a great deal,White,1968,Male,2-year degree,.987939721720832,70.0,20.0,20.0,5.0,5.0,30.0,6.0,46.0,85.0,41.0,70.0,21.0,1.0,31,69.0,56.0,90.0,61.0,20,6.0,56.0,41.0,40.0,5.0,89,66,76,61.0,75.0,95,41.0,5.0,16.0,60.0,-50.0,dislike,52,2704,20.0,20.0,20.0,False,False,False
2987,Suburb,Hillary Clinton,True,Joe Biden,"Equal rights. Race, gender, etc. keeping religion out of govt too",Very worried,Liberal,Democrat,Favor a great deal,Oppose strongly,Favor a great deal,Favor a great deal,Hispanic,1982,Female,4-year degree,1.12941493805853,0.0,91.0,40.0,94.0,0.0,77.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,83,70.0,72.0,45.0,0.0,50,0.0,69.0,4.0,1.0,16.0,100,65,90,47.0,70.0,93,51.0,0.0,50.0,61.0,40.0,dislike,38,1444,40.0,40.0,40.0,True,False,True
2988,Town,Hillary Clinton,False,Joe Biden,The refusal of some Americans to see what right in front of them.,Extremely worried,Liberal,Democrat,Favor a moderate amount,Oppose strongly,Favor a great deal,Favor a great deal,White,1980,Female,2-year degree,.946195341351827,1.0,97.0,78.0,89.0,65.0,9.0,95.0,98.0,58.0,98.0,95.0,98.0,95.0,98,92.0,91.0,6.0,3.0,20,3.0,83.0,4.0,95.0,93.0,87,97,94,48.0,92.0,98,7.0,19.0,97.0,97.0,77.0,like,40,1600,78.0,78.0,78.0,True,True,True
2989,City,Hillary Clinton,False,Donald Trump,Outlook And to be able too,Extremely worried,Liberal,Democrat,Favor a great deal,Favor strongly,Favor a great deal,Favor a great deal,White,1981,Male,High school graduate,1.17827101584555,100.0,100.0,99.0,100.0,98.0,99.0,98.0,99.0,97.0,98.0,99.0,99.0,98.0,98,100.0,97.0,99.0,99.0,100,99.0,98.0,99.0,100.0,94.0,99,99,98,97.0,100.0,98,97.0,98.0,99.0,99.0,-1.0,like,39,1521,99.0,99.0,99.0,False,True,True
2990,Town,Hillary Clinton,False,Joe Biden,Everything,Very worried,Conservative,Democrat,Oppose a moderate amount,Oppose strongly,Favor a great deal,Favor a great deal,Hispanic,1954,Female,No HS diploma,4.09563180431731,41.0,93.0,78.0,77.0,94.0,,38.0,53.0,83.0,53.0,50.0,40.0,22.0,43,36.0,63.0,34.0,75.0,16,14.0,36.0,13.0,8.0,10.0,28,44,35,17.0,66.0,46,18.0,18.0,13.0,2.0,37.0,like,66,4356,78.0,78.0,78.0,True,False,False
2991,City,Hillary Clinton,False,Joe Biden,Protecting democracy.,Moderately worried,Liberal,Democrat,Favor a little,Oppose strongly,Favor a great deal,Favor a great deal,White,1996,Male,4-year degree,1.08737874806145,2.0,92.0,75.0,84.0,72.0,39.0,81.0,100.0,86.0,100.0,93.0,86.0,53.0,75,52.0,27.0,16.0,20.0,21,31.0,92.0,36.0,75.0,16.0,73,75,92,66.0,73.0,70,44.0,7.0,50.0,51.0,73.0,like,24,576,75.0,75.0,75.0,True,True,True
2992,Suburb,Did not vote,False,Someone else,Drugs,Very worried,Conservative,Independent,Favor a moderate amount,Favor strongly,Favor a moderate amount,Favor a moderate amount,White,1979,Female,Some college,.772007610334614,31.0,100.0,52.0,68.0,44.0,50.0,62.0,50.0,56.0,58.0,53.0,51.0,37.0,54,49.0,70.0,69.0,100.0,63,12.0,31.0,34.0,52.0,15.0,53,59,52,14.0,79.0,91,24.0,47.0,19.0,53.0,21.0,neutral,41,1681,52.0,52.0,52.0,True,False,True
2993,City,Donald Trump,False,Donald Trump,illegal immigration,Extremely worried,Conservative,Independent,Neither favor nor oppose,Neither favor nor disagree,Oppose a moderate amount,Oppose a moderate amount,White,1965,Male,High school graduate,.829993880619484,82.0,31.0,19.0,5.0,5.0,19.0,6.0,72.0,67.0,70.0,70.0,68.0,2.0,57,60.0,44.0,84.0,80.0,63,1.0,77.0,70.0,71.0,0.0,69,69,76,67.0,71.0,80,69.0,69.0,30.0,88.0,-63.0,dislike,55,3025,19.0,19.0,19.0,False,True,False
2994,City,Donald Trump,False,Donald Trump,Democrats.,Not at all worried,Conservative,Republican,Oppose a little,Favor somewhat,Favor a moderate amount,Favor a moderate amount,White,1990,Male,4-year degree,1.02692373072857,100.0,66.0,51.0,30.0,51.0,,,86.0,100.0,65.0,87.0,69.0,0.0,31,52.0,41.0,90.0,88.0,53,1.0,5.0,44.0,56.0,54.0,61,79,68,49.0,55.0,80,53.0,49.0,2.0,29.0,-49.0,neutral,30,900,51.0,51.0,51.0,False,False,False
2995,City,Hillary Clinton,False,Joe Biden,Donald Trump is the problem,A little worried,,Democrat,Oppose a little,Neither favor nor disagree,Neither favor nor oppose,Neither favor nor oppose,Hispanic,1986,Male,Some college,.869807701053966,2.0,98.0,89.0,79.0,50.0,92.0,59.0,93.0,88.0,100.0,75.0,54.0,96.0,76,47.0,51.0,47.0,52.0,52,13.0,52.0,58.0,46.0,49.0,51,21,49,38.0,29.0,56,47.0,54.0,53.0,84.0,87.0,like,34,1156,89.0,89.0,89.0,True,False,False
2996,City,Someone else,False,Probably will not vote,Immigration,Not at all worried,Moderate,Republican,Favor a great deal,Oppose strongly,Favor a great deal,Favor a great deal,Other,1988,Female,Some college,.96436043374696,37.0,95.0,60.0,40.0,99.0,16.0,40.0,21.0,79.0,33.0,89.0,48.0,39.0,42,17.0,14.0,5.0,4.0,20,12.0,20.0,18.0,30.0,41.0,45,39,45,47.0,30.0,79,39.0,40.0,42.0,86.0,23.0,neutral,32,1024,60.0,60.0,60.0,True,False,True
2997,City,Hillary Clinton,False,Joe Biden,Income inequality.,Very worried,Moderate,Democrat,Favor a moderate amount,Oppose strongly,Favor a great deal,Favor a great deal,White,1981,Female,Some college,.853815039857901,2.0,98.0,56.0,74.0,73.0,62.0,65.0,100.0,80.0,100.0,99.0,99.0,83.0,90,81.0,95.0,24.0,1.0,86,12.0,99.0,96.0,83.0,71.0,71,92,81,73.0,92.0,98,73.0,39.0,64.0,100.0,54.0,neutral,39,1521,56.0,56.0,56.0,True,False,True
2998,City,Hillary Clinton,False,Joe Biden,Trump,A little worried,Liberal,Democrat,Favor a great deal,Oppose strongly,Favor a great deal,Favor a great deal,White,1960,Male,High school graduate,.897550307642941,1.0,89.0,80.0,54.0,69.0,54.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,84,91.0,70.0,11.0,1.0,56,6.0,51.0,21.0,50.0,21.0,94,81,51,50.0,79.0,84,5.0,11.0,20.0,51.0,79.0,like,60,3600,80.0,80.0,80.0,True,False,True
